,temp,humidity,maxdailygust,drain_piezo,soilmoisture1,solarradiation
0,22.38888888888889,59.0,17.28435456,0.0,34.0,151.93
1,22.27777777777777,59.0,17.28435456,0.0,34.0,254.14
2,22.38888888888889,59.0,17.28435456,0.0,34.0,438.04
3,22.5,59.0,17.28435456,0.0,34.0,491.63
4,22.77777777777778,58.0,17.28435456,0.0,34.0,655.96
5,23.000000000000004,57.0,17.28435456,0.0,34.0,647.36
6,23.277777777777786,56.0,17.28435456,0.0,34.0,640.57
7,23.5,56.0,17.28435456,0.0,34.0,493.37
8,23.61111111111111,56.0,17.28435456,0.0,34.0,652.64
9,23.722222222222225,55.0,17.28435456,0.0,36.0,632.2
10,23.77777777777777,56.0,17.28435456,0.0,41.0,680.9
11,23.77777777777777,56.0,17.28435456,0.0,42.0,646.41
12,23.77777777777777,57.0,17.28435456,0.0,42.0,583.35
13,24.111111111111114,55.0,17.28435456,0.0,43.0,341.52
14,23.88888888888889,55.0,17.28435456,0.0,43.0,491.71
15,23.722222222222225,55.0,17.28435456,0.0,43.0,495.11
16,23.722222222222225,55.0,17.28435456,0.0,43.0,625.1
17,24.0,55.0,17.28435456,0.0,44.0,638.99
18,24.27777777777778,54.0,17.28435456,0.0,44.0,595.5
19,24.388888888888893,55.0,17.28435456,0.0,44.0,448.38
20,24.5,54.0,17.28435456,0.0,44.0,406.47
21,24.611111111111107,53.0,17.28435456,0.0,44.0,428.73
22,24.5,55.0,17.28435456,0.0,45.0,529.76
23,24.5,54.0,17.28435456,0.0,45.0,568.27
24,24.388888888888893,54.0,17.28435456,0.0,45.0,438.99
25,24.388888888888893,55.0,17.28435456,0.0,45.0,591.95
26,24.5,54.0,17.28435456,0.0,45.0,451.54
27,24.611111111111107,54.0,17.28435456,0.0,45.0,354.46
28,24.5,55.0,17.28435456,0.0,45.0,292.98
29,24.5,54.0,17.28435456,0.0,45.0,255.72
30,24.27777777777778,54.0,17.28435456,0.0,45.0,265.67
31,24.111111111111114,55.0,17.28435456,0.0,46.0,266.14
32,24.0,55.0,17.28435456,0.0,46.0,269.46
33,23.88888888888889,55.0,17.28435456,0.0,46.0,279.32
34,24.0,55.0,17.28435456,0.0,46.0,280.66
35,24.111111111111114,55.0,17.28435456,0.0,46.0,288.32
36,24.0,54.0,17.28435456,0.0,46.0,251.93
37,24.0,55.0,17.28435456,0.0,46.0,229.52
38,24.0,55.0,17.28435456,0.0,46.0,217.68
39,24.0,55.0,17.28435456,0.0,46.0,229.36
40,23.88888888888889,55.0,17.28435456,0.0,46.0,250.04
41,24.0,56.0,17.28435456,0.0,46.0,301.82
42,24.222222222222214,55.0,17.28435456,0.0,46.0,363.93
43,24.388888888888893,54.0,17.28435456,0.0,46.0,379.16
44,24.5,54.0,17.28435456,0.0,46.0,360.14
45,24.611111111111107,54.0,17.28435456,0.0,46.0,330.31
46,24.388888888888893,55.0,17.28435456,0.0,46.0,288.95
47,24.222222222222214,55.0,17.28435456,0.0,46.0,217.68
48,24.222222222222214,54.0,17.28435456,0.0,46.0,189.11
49,24.388888888888893,54.0,17.28435456,0.0,46.0,162.83
50,24.5,55.0,17.28435456,0.0,46.0,145.7
51,24.72222222222222,53.0,17.28435456,0.0,46.0,147.28
52,24.72222222222222,53.0,17.28435456,0.0,46.0,156.91
53,24.611111111111107,54.0,17.28435456,0.0,46.0,174.59
54,24.5,54.0,17.28435456,0.0,46.0,190.92
55,24.5,54.0,17.28435456,0.0,46.0,199.92
56,24.5,54.0,17.28435456,0.0,46.0,201.42
57,24.222222222222214,55.0,17.28435456,0.0,46.0,199.05
58,24.222222222222214,55.0,17.28435456,0.0,46.0,197.71
59,24.111111111111114,55.0,17.28435456,0.0,46.0,186.19
60,24.0,55.0,17.28435456,0.0,46.0,175.69
61,24.0,54.0,17.28435456,0.0,46.0,175.61
62,24.0,54.0,17.28435456,0.0,46.0,177.03
63,23.88888888888889,54.0,17.28435456,0.0,46.0,183.43
64,23.88888888888889,54.0,17.28435456,0.0,46.0,198.11
65,24.0,55.0,17.28435456,0.0,46.0,214.6
66,24.222222222222214,55.0,17.28435456,0.0,46.0,211.84
67,24.222222222222214,55.0,17.28435456,0.0,46.0,222.02
68,24.0,55.0,17.28435456,0.0,46.0,243.17
69,24.0,56.0,17.28435456,0.0,46.0,266.38
70,24.0,55.0,17.28435456,0.0,46.0,268.75
71,24.111111111111114,55.0,17.28435456,0.0,46.0,229.99
72,24.111111111111114,55.0,17.28435456,0.0,46.0,252.49
73,24.111111111111114,55.0,17.28435456,0.0,46.0,260.62
74,24.111111111111114,54.0,17.28435456,0.0,46.0,258.17
75,24.222222222222214,54.0,17.28435456,0.0,46.0,258.17
76,24.388888888888893,54.0,17.28435456,0.0,46.0,288.56
77,24.611111111111107,53.0,17.28435456,0.0,46.0,302.68
78,24.611111111111107,54.0,17.28435456,0.0,46.0,349.09
79,24.611111111111107,54.0,17.28435456,0.0,46.0,306.31
80,24.611111111111107,54.0,17.28435456,0.0,46.0,276.64
81,24.611111111111107,52.0,17.28435456,0.0,46.0,274.59
82,24.5,52.0,17.28435456,0.0,46.0,256.91
83,24.5,54.0,17.28435456,0.0,46.0,248.15
84,24.611111111111107,53.0,17.28435456,0.0,46.0,235.6
85,24.5,53.0,17.28435456,0.0,46.0,237.81
86,24.388888888888893,53.0,17.28435456,0.0,46.0,246.72
87,24.5,54.0,17.28435456,0.0,46.0,256.27
88,24.27777777777778,54.0,17.28435456,0.0,46.0,247.83
89,24.27777777777778,53.0,17.28435456,0.0,46.0,238.44
90,24.388888888888893,53.0,17.28435456,0.0,46.0,243.49
91,24.5,54.0,17.28435456,0.0,46.0,265.43
92,24.5,55.0,17.28435456,0.0,46.0,262.12
93,25.222222222222225,55.0,17.28435456,0.0,46.0,399.53
94,25.27777777777778,55.0,17.28435456,0.0,46.0,363.14
95,25.38888888888889,54.0,17.28435456,0.0,46.0,336.78
96,25.500000000000004,55.0,17.28435456,0.0,46.0,336.86
97,25.500000000000004,55.0,17.28435456,0.0,46.0,332.04
98,25.611111111111107,54.0,17.28435456,0.0,46.0,323.28
99,25.500000000000004,55.0,17.28435456,0.0,46.0,331.41
100,25.38888888888889,55.0,17.28435456,0.0,46.0,340.09
101,25.222222222222225,55.0,17.28435456,0.0,46.0,349.01
102,25.222222222222225,55.0,17.28435456,0.0,46.0,328.57
103,25.27777777777778,55.0,17.28435456,0.0,46.0,285.95
104,25.27777777777778,55.0,17.28435456,0.0,46.0,274.66
105,25.222222222222225,55.0,17.28435456,0.0,46.0,205.29
106,25.11111111111111,56.0,17.28435456,0.0,46.0,209.47
107,25.11111111111111,56.0,17.28435456,0.0,46.0,217.21
108,25.222222222222225,55.0,17.28435456,0.0,46.0,222.1
109,25.11111111111111,56.0,17.28435456,0.0,46.0,270.48
110,25.222222222222225,55.0,17.28435456,0.0,46.0,295.42
111,25.222222222222225,55.0,17.28435456,0.0,46.0,243.01
112,24.388888888888893,55.0,17.28435456,0.0,46.0,192.34
113,24.388888888888893,55.0,17.28435456,0.0,46.0,239.86
114,24.388888888888893,55.0,17.28435456,0.0,46.0,270.09
115,24.5,55.0,17.28435456,0.0,46.0,272.3
116,24.5,55.0,17.28435456,0.0,46.0,275.93
117,24.5,55.0,17.28435456,0.0,46.0,292.74
118,24.5,55.0,17.28435456,0.0,46.0,304.34
119,24.5,55.0,17.28435456,0.0,46.0,351.22
120,24.77777777777777,53.0,17.28435456,0.0,45.0,342.3
121,24.88888888888889,52.0,17.28435456,0.0,45.0,601.5
122,25.0,51.0,17.28435456,0.0,45.0,567.32
123,25.0,51.0,17.28435456,0.0,45.0,502.37
124,25.0,51.0,17.28435456,0.0,45.0,396.69
125,25.0,51.0,17.28435456,0.0,45.0,482.08
126,25.0,51.0,17.28435456,0.0,45.0,528.49
127,24.88888888888889,51.0,17.28435456,0.0,45.0,574.82
128,25.0,51.0,17.28435456,0.0,45.0,570.8
129,25.0,50.0,17.28435456,0.0,45.0,516.18
130,25.0,50.0,17.28435456,0.0,45.0,408.76
131,24.88888888888889,51.0,17.28435456,0.0,45.0,464.48
132,24.88888888888889,51.0,17.28435456,0.0,45.0,405.76
133,25.11111111111111,50.0,17.28435456,0.0,45.0,351.54
134,26.0,49.0,17.28435456,0.0,45.0,614.13
135,26.11111111111111,49.0,17.28435456,0.0,45.0,555.09
136,26.11111111111111,49.0,17.28435456,0.0,45.0,584.93
137,26.11111111111111,50.0,17.28435456,0.0,45.0,449.72
138,26.11111111111111,50.0,17.28435456,0.0,45.0,428.49
139,26.0,50.0,17.28435456,0.0,45.0,423.84
140,26.11111111111111,49.0,17.28435456,0.0,45.0,460.22
141,26.22222222222222,49.0,17.28435456,0.0,45.0,544.99
142,26.27777777777777,50.0,17.28435456,0.0,45.0,479.95
143,26.27777777777777,50.0,17.28435456,0.0,45.0,441.52
144,26.22222222222222,49.0,17.28435456,0.0,45.0,425.26
145,26.22222222222222,49.0,17.28435456,0.0,45.0,410.58
146,26.27777777777777,48.0,17.28435456,0.0,45.0,432.2
147,26.11111111111111,48.0,17.28435456,0.0,44.0,449.17
148,25.11111111111111,50.0,17.28435456,0.0,44.0,270.09
149,25.11111111111111,50.0,17.28435456,0.0,44.0,233.15
150,25.11111111111111,50.0,17.28435456,0.0,44.0,201.89
151,25.11111111111111,50.0,17.28435456,0.0,44.0,159.98
152,25.0,51.0,17.28435456,0.0,44.0,156.75
153,24.88888888888889,51.0,17.28435456,0.0,44.0,155.17
154,24.88888888888889,51.0,17.28435456,0.0,44.0,152.88
155,25.0,50.0,17.28435456,0.0,44.0,152.41
156,25.11111111111111,50.0,17.28435456,0.0,44.0,153.83
157,25.27777777777778,48.0,17.28435456,0.0,44.0,191.79
158,25.27777777777778,48.0,17.28435456,0.0,44.0,182.48
159,25.27777777777778,48.0,17.28435456,0.0,44.0,120.21
160,25.27777777777778,48.0,17.28435456,0.0,43.0,139.7
161,25.222222222222225,49.0,17.28435456,0.0,43.0,157.06
162,25.222222222222225,48.0,17.28435456,0.0,43.0,162.51
163,25.11111111111111,49.0,17.28435456,0.0,43.0,169.46
164,25.11111111111111,49.0,17.28435456,0.0,43.0,172.93
