time;temp;humidity;maxdailygust;drain_piezo;soilmoisture1;solarradiation
2023-08-22T08:59:41.742382Z;22.388888888888886;59.0;17.28435456;0.0;34.0;151.93
2023-08-22T09:00:42.757011Z;22.277777777777775;59.0;17.28435456;0.0;34.0;254.14
2023-08-22T09:01:43.751086Z;22.388888888888886;59.0;17.28435456;0.0;34.0;438.04
2023-08-22T09:02:44.789956Z;22.5;59.0;17.28435456;0.0;34.0;491.63
2023-08-22T09:03:45.893072Z;22.77777777777778;58.0;17.28435456;0.0;34.0;655.96
2023-08-22T09:04:46.932133Z;23.000000000000004;57.0;17.28435456;0.0;34.0;647.36
2023-08-22T09:05:50.743269Z;23.277777777777782;56.0;17.28435456;0.0;34.0;640.57
2023-08-22T09:06:51.288213Z;23.499999999999996;56.0;17.28435456;0.0;34.0;493.37
2023-08-22T09:07:52.642066Z;23.61111111111111;56.0;17.28435456;0.0;34.0;652.64
2023-08-22T09:08:50.864814Z;23.722222222222225;55.0;17.28435456;0.0;36.0;632.2
2023-08-22T09:09:51.884093Z;23.777777777777775;56.0;17.28435456;0.0;41.0;680.9
2023-08-22T09:10:52.897032Z;23.777777777777775;56.0;17.28435456;0.0;42.0;646.41
2023-08-22T09:11:56.974596Z;23.777777777777775;57.0;17.28435456;0.0;42.0;583.35
2023-08-22T09:12:54.879418Z;24.111111111111114;55.0;17.28435456;0.0;43.0;341.52
2023-08-22T09:13:58.913564Z;23.88888888888889;55.0;17.28435456;0.0;43.0;491.71
2023-08-22T09:15:02.520707Z;23.722222222222225;55.0;17.28435456;0.0;43.0;495.11
2023-08-22T09:15:57.817788Z;23.722222222222225;55.0;17.28435456;0.0;43.0;625.1
2023-08-22T09:16:58.862157Z;24.0;55.0;17.28435456;0.0;44.0;638.99
2023-08-22T09:17:59.858069Z;24.27777777777778;54.0;17.28435456;0.0;44.0;595.5
2023-08-22T09:19:01.029706Z;24.388888888888893;55.0;17.28435456;0.0;44.0;448.38
2023-08-22T09:20:01.886835Z;24.499999999999996;54.0;17.28435456;0.0;44.0;406.47
2023-08-22T09:21:03.023730Z;24.611111111111107;53.0;17.28435456;0.0;44.0;428.73
2023-08-22T09:22:03.963143Z;24.499999999999996;55.0;17.28435456;0.0;45.0;529.76
2023-08-22T09:23:11.009556Z;24.499999999999996;54.0;17.28435456;0.0;45.0;568.27
2023-08-22T09:24:12.441657Z;24.388888888888893;54.0;17.28435456;0.0;45.0;438.99
2023-08-22T09:25:06.871439Z;24.388888888888893;55.0;17.28435456;0.0;45.0;591.95
2023-08-22T09:26:07.958138Z;24.499999999999996;54.0;17.28435456;0.0;45.0;451.54
2023-08-22T09:27:08.984100Z;24.611111111111107;54.0;17.28435456;0.0;45.0;354.46
2023-08-22T09:28:11.224364Z;24.499999999999996;55.0;17.28435456;0.0;45.0;292.98
2023-08-22T09:29:13.988642Z;24.499999999999996;54.0;17.28435456;0.0;45.0;255.72
2023-08-22T09:30:12.029867Z;24.27777777777778;54.0;17.28435456;0.0;45.0;265.67
2023-08-22T09:31:12.989607Z;24.111111111111114;55.0;17.28435456;0.0;46.0;266.14
2023-08-22T09:32:16.951963Z;24.0;55.0;17.28435456;0.0;46.0;269.46
2023-08-22T09:33:15.156595Z;23.88888888888889;55.0;17.28435456;0.0;46.0;279.32
2023-08-22T09:34:16.040002Z;24.0;55.0;17.28435456;0.0;46.0;280.66
2023-08-22T09:35:17.071465Z;24.111111111111114;55.0;17.28435456;0.0;46.0;288.32
2023-08-22T09:36:17.944081Z;24.0;54.0;17.28435456;0.0;46.0;251.93
2023-08-22T09:37:19.152065Z;24.0;55.0;17.28435456;0.0;46.0;229.52
2023-08-22T09:38:23.434930Z;24.0;55.0;17.28435456;0.0;46.0;217.68
2023-08-22T09:39:33.505671Z;24.0;55.0;17.28435456;0.0;46.0;229.36
2023-08-22T09:40:22.090453Z;23.88888888888889;55.0;17.28435456;0.0;46.0;250.04
2023-08-22T09:41:22.966456Z;24.0;56.0;17.28435456;0.0;46.0;301.82
2023-08-22T09:42:23.846205Z;24.222222222222218;55.0;17.28435456;0.0;46.0;363.93
2023-08-22T09:43:24.854433Z;24.388888888888893;54.0;17.28435456;0.0;46.0;379.16
2023-08-22T09:44:25.875958Z;24.499999999999996;54.0;17.28435456;0.0;46.0;360.14
2023-08-22T09:45:26.890562Z;24.611111111111107;54.0;17.28435456;0.0;46.0;330.31
2023-08-22T09:46:27.882777Z;24.388888888888893;55.0;17.28435456;0.0;46.0;288.95
2023-08-22T09:47:28.856539Z;24.222222222222218;55.0;17.28435456;0.0;46.0;217.68
2023-08-22T09:48:30.001711Z;24.222222222222218;54.0;17.28435456;0.0;46.0;189.11
2023-08-22T09:49:31.030965Z;24.388888888888893;54.0;17.28435456;0.0;46.0;162.83
2023-08-22T09:50:32.011357Z;24.499999999999996;55.0;17.28435456;0.0;46.0;145.7
2023-08-22T09:52:34.005482Z;24.72222222222222;53.0;17.28435456;0.0;46.0;147.28
2023-08-22T09:53:34.408015Z;24.72222222222222;53.0;17.28435456;0.0;46.0;156.91
2023-08-22T09:54:35.296541Z;24.611111111111107;54.0;17.28435456;0.0;46.0;174.59
2023-08-22T09:55:36.333657Z;24.499999999999996;54.0;17.28435456;0.0;46.0;190.92
2023-08-22T09:56:38.179340Z;24.499999999999996;54.0;17.28435456;0.0;46.0;199.92
2023-08-22T09:57:38.529391Z;24.499999999999996;54.0;17.28435456;0.0;46.0;201.42
2023-08-22T09:58:39.464429Z;24.222222222222218;55.0;17.28435456;0.0;46.0;199.05
2023-08-22T09:59:40.440180Z;24.222222222222218;55.0;17.28435456;0.0;46.0;197.71
2023-08-22T10:00:41.429553Z;24.111111111111114;55.0;17.28435456;0.0;46.0;186.19
2023-08-22T10:01:42.554903Z;24.0;55.0;17.28435456;0.0;46.0;175.69
2023-08-22T10:02:43.426899Z;24.0;54.0;17.28435456;0.0;46.0;175.61
2023-08-22T10:03:44.521433Z;24.0;54.0;17.28435456;0.0;46.0;177.03
2023-08-22T10:04:45.426314Z;23.88888888888889;54.0;17.28435456;0.0;46.0;183.43
2023-08-22T10:05:46.504493Z;23.88888888888889;54.0;17.28435456;0.0;46.0;198.11
2023-08-22T10:06:47.448174Z;24.0;55.0;17.28435456;0.0;46.0;214.6
2023-08-22T10:07:48.470119Z;24.222222222222218;55.0;17.28435456;0.0;46.0;211.84
2023-08-22T10:08:49.576791Z;24.222222222222218;55.0;17.28435456;0.0;46.0;222.02
2023-08-22T10:09:50.644148Z;24.0;55.0;17.28435456;0.0;46.0;243.17
2023-08-22T10:10:51.461148Z;24.0;56.0;17.28435456;0.0;46.0;266.38
2023-08-22T10:11:52.593919Z;24.0;55.0;17.28435456;0.0;46.0;268.75
2023-08-22T10:12:53.544951Z;24.111111111111114;55.0;17.28435456;0.0;46.0;229.99
2023-08-22T10:13:54.583006Z;24.111111111111114;55.0;17.28435456;0.0;46.0;252.49
2023-08-22T10:14:55.469717Z;24.111111111111114;55.0;17.28435456;0.0;46.0;260.62
2023-08-22T10:15:56.564752Z;24.111111111111114;54.0;17.28435456;0.0;46.0;258.17
2023-08-22T10:16:57.555407Z;24.222222222222218;54.0;17.28435456;0.0;46.0;258.17
2023-08-22T10:17:58.569985Z;24.388888888888893;54.0;17.28435456;0.0;46.0;288.56
2023-08-22T10:18:59.697624Z;24.611111111111107;53.0;17.28435456;0.0;46.0;302.68
2023-08-22T10:21:01.616544Z;24.611111111111107;54.0;17.28435456;0.0;46.0;349.09
2023-08-22T10:22:03.174480Z;24.611111111111107;54.0;17.28435456;0.0;46.0;306.31
2023-08-22T10:23:03.705222Z;24.611111111111107;54.0;17.28435456;0.0;46.0;276.64
2023-08-22T10:24:04.560538Z;24.611111111111107;52.0;17.28435456;0.0;46.0;274.59
2023-08-22T10:25:05.663199Z;24.499999999999996;52.0;17.28435456;0.0;46.0;256.91
2023-08-22T10:26:06.749551Z;24.499999999999996;54.0;17.28435456;0.0;46.0;248.15
2023-08-22T10:27:07.681400Z;24.611111111111107;53.0;17.28435456;0.0;46.0;235.6
2023-08-22T10:28:08.830778Z;24.499999999999996;53.0;17.28435456;0.0;46.0;237.81
2023-08-22T10:29:09.624638Z;24.388888888888893;53.0;17.28435456;0.0;46.0;246.72
2023-08-22T10:30:10.611405Z;24.499999999999996;54.0;17.28435456;0.0;46.0;256.27
2023-08-22T10:31:11.644490Z;24.27777777777778;54.0;17.28435456;0.0;46.0;247.83
2023-08-22T10:32:12.727607Z;24.27777777777778;53.0;17.28435456;0.0;46.0;238.44
2023-08-22T10:33:13.829184Z;24.388888888888893;53.0;17.28435456;0.0;46.0;243.49
2023-08-22T10:34:14.673711Z;24.499999999999996;54.0;17.28435456;0.0;46.0;265.43
2023-08-22T10:35:15.746913Z;24.499999999999996;55.0;17.28435456;0.0;46.0;262.12
2023-08-22T10:46:26.804050Z;25.222222222222225;55.0;17.28435456;0.0;46.0;399.53
2023-08-22T10:47:27.786738Z;25.27777777777778;55.0;17.28435456;0.0;46.0;363.14
2023-08-22T10:48:29.099664Z;25.38888888888889;54.0;17.28435456;0.0;46.0;336.78
2023-08-22T10:49:29.965409Z;25.500000000000004;55.0;17.28435456;0.0;46.0;336.86
2023-08-22T10:50:30.920744Z;25.500000000000004;55.0;17.28435456;0.0;46.0;332.04
2023-08-22T10:51:32.483475Z;25.611111111111107;54.0;17.28435456;0.0;46.0;323.28
2023-08-22T10:52:32.908546Z;25.500000000000004;55.0;17.28435456;0.0;46.0;331.41
2023-08-22T10:53:33.510212Z;25.38888888888889;55.0;17.28435456;0.0;46.0;340.09
2023-08-22T10:54:34.358911Z;25.222222222222225;55.0;17.28435456;0.0;46.0;349.01
2023-08-22T10:55:35.372738Z;25.222222222222225;55.0;17.28435456;0.0;46.0;328.57
2023-08-22T10:57:37.619720Z;25.27777777777778;55.0;17.28435456;0.0;46.0;285.95
2023-08-22T10:58:38.447265Z;25.27777777777778;55.0;17.28435456;0.0;46.0;274.66
2023-08-22T11:04:44.483531Z;25.222222222222225;55.0;17.28435456;0.0;46.0;205.29
2023-08-22T11:05:45.577493Z;25.11111111111111;56.0;17.28435456;0.0;46.0;209.47
2023-08-22T11:06:46.489045Z;25.11111111111111;56.0;17.28435456;0.0;46.0;217.21
2023-08-22T11:07:47.467387Z;25.222222222222225;55.0;17.28435456;0.0;46.0;222.1
2023-08-22T11:09:49.447592Z;25.11111111111111;56.0;17.28435456;0.0;46.0;270.48
2023-08-22T11:11:51.632693Z;25.222222222222225;55.0;17.28435456;0.0;46.0;295.42
2023-08-22T11:13:53.510891Z;25.222222222222225;55.0;17.28435456;0.0;46.0;243.01
2023-08-22T11:19:59.611070Z;24.388888888888893;55.0;17.28435456;0.0;46.0;192.34
2023-08-22T11:21:00.530311Z;24.388888888888893;55.0;17.28435456;0.0;46.0;239.86
2023-08-22T11:22:01.552130Z;24.388888888888893;55.0;17.28435456;0.0;46.0;270.09
2023-08-22T11:23:02.920327Z;24.499999999999996;55.0;17.28435456;0.0;46.0;272.3
2023-08-22T11:24:03.605485Z;24.499999999999996;55.0;17.28435456;0.0;46.0;275.93
2023-08-22T11:25:04.632384Z;24.499999999999996;55.0;17.28435456;0.0;46.0;292.74
2023-08-22T11:26:05.558359Z;24.499999999999996;55.0;17.28435456;0.0;46.0;304.34
2023-08-22T11:27:06.626800Z;24.499999999999996;55.0;17.28435456;0.0;46.0;351.22
2023-08-22T11:36:15.734977Z;24.777777777777775;53.0;17.28435456;0.0;45.0;342.3
2023-08-22T11:46:25.765890Z;24.888888888888886;52.0;17.28435456;0.0;45.0;601.5
2023-08-22T11:47:26.887801Z;25.0;51.0;17.28435456;0.0;45.0;567.32
2023-08-22T11:48:28.047988Z;25.0;51.0;17.28435456;0.0;45.0;502.37
2023-08-22T11:50:29.815399Z;25.0;51.0;17.28435456;0.0;45.0;396.69
2023-08-22T11:51:31.611514Z;25.0;51.0;17.28435456;0.0;45.0;482.08
2023-08-22T11:52:31.883441Z;25.0;51.0;17.28435456;0.0;45.0;528.49
2023-08-22T11:53:32.513056Z;24.888888888888886;51.0;17.28435456;0.0;45.0;574.82
2023-08-22T11:54:33.420606Z;25.0;51.0;17.28435456;0.0;45.0;570.8
2023-08-22T11:55:34.457837Z;25.0;50.0;17.28435456;0.0;45.0;516.18
2023-08-22T11:56:35.978541Z;25.0;50.0;17.28435456;0.0;45.0;408.76
2023-08-22T11:57:36.323399Z;24.888888888888886;51.0;17.28435456;0.0;45.0;464.48
2023-08-22T11:58:38.996003Z;24.888888888888886;51.0;17.28435456;0.0;45.0;405.76
2023-08-22T11:59:38.254977Z;25.11111111111111;50.0;17.28435456;0.0;45.0;351.54
2023-08-22T12:04:43.788559Z;25.999999999999996;49.0;17.28435456;0.0;45.0;614.13
2023-08-22T12:05:44.385546Z;26.11111111111111;49.0;17.28435456;0.0;45.0;555.09
2023-08-22T12:06:45.490727Z;26.11111111111111;49.0;17.28435456;0.0;45.0;584.93
2023-08-22T12:07:46.419946Z;26.11111111111111;50.0;17.28435456;0.0;45.0;449.72
2023-08-22T12:08:47.934964Z;26.11111111111111;50.0;17.28435456;0.0;45.0;428.49
2023-08-22T12:09:48.464373Z;25.999999999999996;50.0;17.28435456;0.0;45.0;423.84
2023-08-22T12:10:49.422391Z;26.11111111111111;49.0;17.28435456;0.0;45.0;460.22
2023-08-22T12:11:50.533616Z;26.22222222222222;49.0;17.28435456;0.0;45.0;544.99
2023-08-22T12:12:51.438369Z;26.277777777777775;50.0;17.28435456;0.0;45.0;479.95
2023-08-22T12:13:52.555946Z;26.277777777777775;50.0;17.28435456;0.0;45.0;441.52
2023-08-22T12:14:53.374569Z;26.22222222222222;49.0;17.28435456;0.0;45.0;425.26
2023-08-22T12:15:54.462966Z;26.22222222222222;49.0;17.28435456;0.0;45.0;410.58
2023-08-22T12:16:55.498659Z;26.277777777777775;48.0;17.28435456;0.0;45.0;432.2
2023-08-22T12:17:56.531696Z;26.11111111111111;48.0;17.28435456;0.0;44.0;449.17
2023-08-22T12:23:01.689430Z;25.11111111111111;50.0;17.28435456;0.0;44.0;270.09
2023-08-22T12:24:02.537316Z;25.11111111111111;50.0;17.28435456;0.0;44.0;233.15
2023-08-22T12:25:03.591538Z;25.11111111111111;50.0;17.28435456;0.0;44.0;201.89
2023-08-22T12:28:06.665105Z;25.11111111111111;50.0;17.28435456;0.0;44.0;159.98
2023-08-22T12:29:07.981623Z;25.0;51.0;17.28435456;0.0;44.0;156.75
2023-08-22T12:30:08.558199Z;24.888888888888886;51.0;17.28435456;0.0;44.0;155.17
2023-08-22T12:31:09.597879Z;24.888888888888886;51.0;17.28435456;0.0;44.0;152.88
2023-08-22T12:32:10.839191Z;25.0;50.0;17.28435456;0.0;44.0;152.41
2023-08-22T12:33:11.704928Z;25.11111111111111;50.0;17.28435456;0.0;44.0;153.83
2023-08-22T13:06:44.709475Z;25.27777777777778;48.0;17.28435456;0.0;44.0;191.79
2023-08-22T13:07:45.308940Z;25.27777777777778;48.0;17.28435456;0.0;44.0;182.48
